permit type,street number,street suffix,current status,number of existing stories,number of proposed stories,estimated cost,revised cost,existing use,existing units,proposed use,proposed units,plansets,existing construction type,proposed construction type,supervisor district,neighborhoods - analysis boundaries,zipcode,if_permit_created_on_file_date,if_completed,if_first_construc_is_issue_date,diff_permit_date,expired_before_completed,ratio_stories,existing_proposed_construction_type,ratio_estimated_revised,ratio_existing_proposed_units,latitude,longitude,permit creation date_col,current status date_col,filed date_col,issued date_col,completed date_col,first construction document date_col,permit expiration date_col
8,0.02902793023539456,12,6,31.0,32.0,15000.0,1.0,5,27.0,5,28.0,2.0,5.0,3.0,5.0,11,94122.0,True,False,True,364 days,False,0.96875,False,15000.0,0.9642857142857143,37.76509171265057,-122.46072923279308,735018,735018,735018,735018,734948,735018,735382
8,0.22661300158555922,1,3,2.0,2.0,24750.0,24750.0,0,1.0,0,1.0,0.0,5.0,5.0,4.0,33,94122.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.75245559831202,-122.49172591545673,735018,735157,735018,735018,735157,735018,735378
8,0.008293694352969875,1,6,3.0,3.0,1.0,0.0,59,1.0,65,1.0,2.0,5.0,5.0,10.0,0,94124.0,True,False,True,364 days,False,1.0,True,inf,1.0,37.73941959955102,-122.40270550930157,735018,735018,735018,735018,734948,735018,735382
8,0.02244176119038907,1,6,2.0,2.0,9500.0,9500.0,0,2.0,0,2.0,0.0,5.0,5.0,11.0,23,94112.0,True,False,True,360 days,False,1.0,True,1.0,1.0,37.71860365570193,-122.44766244330944,735018,735018,735018,735018,734948,735018,735378
8,0.3413830954994512,12,3,3.0,3.0,1.0,1.0,35,0.0,42,0.0,2.0,1.0,1.0,3.0,21,94133.0,True,True,True,360 days,True,1.0,True,1.0,,37.80738912319805,-122.41853873853351,735018,735694,735018,735018,735694,735018,735378
8,0.16880107330162217,1,3,5.0,5.0,13000.0,13000.0,1,65.0,1,65.0,0.0,5.0,4.0,4.0,33,94122.0,True,True,True,360 days,False,1.0,False,1.0,1.0,37.761377464736064,-122.49224197089698,735018,735145,735018,735018,735145,735018,735378
8,0.007439931698987681,12,6,4.0,4.0,1.0,1.0,29,67.0,7,66.0,0.0,3.0,5.0,8.0,6,94131.0,True,False,True,364 days,False,1.0,False,1.0,1.0151515151515151,37.73605674027817,-122.4338052346327,735018,735018,735018,735018,734948,735018,735382
3,0.06073911452616173,12,6,3.0,3.0,8000.0,11000.0,47,21.0,54,21.0,2.0,5.0,5.0,5.0,9,94117.0,True,False,True,406 days,False,1.0,True,0.7272727272727273,1.0,37.77193041155762,-122.4301327984534,735018,735064,735018,735064,734948,735064,735424
8,0.11794121234296866,12,3,2.0,2.0,1.0,1.0,6,6.0,6,6.0,0.0,5.0,5.0,3.0,30,94133.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.79987284871286,-122.41534176806566,735018,735038,735018,735018,735038,735018,735378
8,0.11794121234296866,12,3,2.0,2.0,1.0,1.0,6,6.0,6,6.0,0.0,5.0,5.0,3.0,30,94133.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.79987284871286,-122.41534176806566,735018,735025,735018,735018,735025,735018,735378
8,0.47054518843761434,12,6,3.0,3.0,1725.0,1.0,6,5.0,6,5.0,0.0,2.0,5.0,8.0,2,94114.0,True,False,True,364 days,False,1.0,False,1725.0,1.0,37.76243065354235,-122.43201130175888,735018,735018,735018,735018,734948,735018,735382
8,0.05964141968532748,12,3,17.0,17.0,51000.0,46000.0,35,0.0,42,0.0,2.0,1.0,1.0,3.0,19,94102.0,True,True,True,366 days,False,1.0,True,1.108695652173913,,37.78840713423292,-122.40975742113292,735012,735101,735012,735018,735101,735018,735378
8,0.015245761678253446,5,3,1.0,1.0,10000.0,10000.0,0,1.0,0,1.0,0.0,5.0,5.0,9.0,1,94112.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.73327717575577,-122.42239879831394,735018,735039,735018,735018,735039,735018,735378
8,0.06086108061958776,12,6,2.0,3.0,3700.0,1.0,16,0.0,32,0.0,2.0,3.0,5.0,9.0,26,94134.0,True,False,True,364 days,False,0.6666666666666666,False,3700.0,,37.72921331283837,-122.41027277434515,735018,735018,735018,735018,734948,735018,735382
8,0.18209537748505916,1,6,2.0,2.0,300.0,300.0,0,1.0,0,1.0,2.0,5.0,5.0,4.0,33,94122.0,True,False,True,360 days,False,1.0,True,1.0,1.0,37.75985947850021,-122.47980169236375,735018,735018,735018,735018,734948,735018,735378
8,0.4418831564824979,12,3,2.0,2.0,12000.0,12000.0,1,2.0,1,2.0,0.0,5.0,5.0,8.0,17,94110.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.75061695052105,-122.42195137394903,735018,735130,735018,735018,735130,735018,735378
8,0.1755092084400537,12,3,3.0,3.0,80000.0,80000.0,35,0.0,42,0.0,2.0,2.0,2.0,6.0,32,94103.0,True,True,True,409 days,True,1.0,True,1.0,,37.77133395271826,-122.41220399119358,735018,735431,735018,735067,735431,735067,735427
8,0.24320039029149898,12,3,2.0,2.0,75000.0,85900.0,26,0.0,30,0.0,2.0,5.0,5.0,2.0,16,94123.0,True,True,True,420 days,False,1.0,True,0.8731082654249127,,37.797305046132436,-122.4319466010212,735018,735275,735018,735078,735275,735078,735438
8,0.0050006098304671304,12,6,1.0,2.0,200.0,1.0,27,0.0,43,0.0,0.0,3.0,3.0,5.0,15,94117.0,True,False,True,364 days,False,0.5,True,200.0,,37.77489427889296,-122.44929959902724,735018,735018,735018,735018,734948,735018,735382
8,0.12550311013538237,12,6,3.0,3.0,10000.0,10000.0,6,5.0,6,5.0,0.0,5.0,5.0,3.0,30,94133.0,True,False,True,360 days,False,1.0,True,1.0,1.0,37.79886463892355,-122.41621852010499,735018,735018,735018,735018,734948,735018,735378
8,0.010245151847786316,1,6,2.0,2.0,8000.0,8000.0,0,1.0,0,1.0,0.0,5.0,5.0,7.0,38,94127.0,True,False,True,360 days,False,1.0,True,1.0,1.0,37.737541308623065,-122.46365634698398,735018,735018,735018,735018,734948,735018,735378
3,0.017807049640200023,12,6,4.0,4.0,225000.0,225000.0,21,2.0,24,2.0,2.0,5.0,5.0,6.0,5,94107.0,True,False,True,1347 days,False,1.0,True,1.0,1.0,37.780944509074274,-122.39414856632453,735018,735285,735018,735285,734948,735285,736365
3,0.00597633857787535,12,5,2.0,2.0,100000.0,100000.0,35,0.0,42,0.0,2.0,1.0,1.0,6.0,34,94102.0,True,False,True,364 days,False,1.0,True,1.0,,37.77671913488768,-122.4188108094827,735018,735018,735018,735022,734948,735022,735382
8,0.2505183558970606,12,6,5.0,5.0,1.0,1.0,13,8.0,14,8.0,2.0,3.0,5.0,2.0,16,94123.0,True,False,True,364 days,False,1.0,False,1.0,1.0,37.79617959231437,-122.4328685059421,735018,735018,735018,735018,734948,735018,735382
8,0.2507622880839127,12,6,4.0,4.0,1.0,1.0,59,2.0,12,2.0,2.0,3.0,5.0,2.0,16,94123.0,True,False,True,364 days,False,1.0,False,1.0,1.0,37.79617959231437,-122.4328685059421,735018,735018,735018,735018,734948,735018,735382
8,0.03378460787900964,1,6,2.0,2.0,5000.0,1.0,27,0.0,64,0.0,2.0,5.0,4.0,5.0,11,94117.0,True,False,True,364 days,False,1.0,False,5000.0,,37.76099757688662,-122.45470507439467,735018,735018,735018,735018,734948,735018,735382
3,0.0062202707647274055,13,3,3.0,3.0,42000.0,49000.0,6,3.0,6,3.0,2.0,5.0,5.0,8.0,8,94117.0,True,True,True,429 days,False,1.0,True,0.8571428571428571,1.0,37.7696243227582,-122.43795922616532,735018,735295,735018,735087,735295,735087,735447
8,0.09135260397609464,12,6,3.0,3.0,3700.0,1.0,59,4.0,10,0.0,2.0,2.0,1.0,1.0,10,94118.0,True,False,True,364 days,False,1.0,False,3700.0,inf,37.775439215980526,-122.4669306031919,735018,735018,735018,735018,734948,735018,735382
8,0.051103793145505554,2,3,16.0,16.0,5000.0,5000.0,6,329.0,6,329.0,2.0,1.0,1.0,6.0,18,94158.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.77159368789263,-122.38858938329052,735018,735073,735018,735018,735073,735018,735378
8,0.15782412489327968,1,3,2.0,2.0,6000.0,6000.0,0,1.0,0,1.0,0.0,5.0,5.0,4.0,33,94122.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.76327296512909,-122.48702126285337,735018,735298,735018,735018,735298,735018,735378
8,0.0,12,3,37.0,37.0,210000.0,250000.0,35,0.0,42,0.0,2.0,1.0,1.0,3.0,5,94104.0,True,True,True,1161 days,False,1.0,True,0.84,,37.78873939880986,-122.40250914685684,735018,735411,735018,735099,735411,735099,736179
8,0.18404683497987562,12,3,2.0,2.0,300.0,300.0,46,13.0,53,13.0,0.0,5.0,5.0,2.0,16,94123.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.798653560560595,-122.42441850957505,735018,735072,735018,735018,735072,735018,735378
3,0.042566166605683624,12,3,4.0,4.0,75000.0,86500.0,6,6.0,6,6.0,2.0,5.0,5.0,5.0,9,94102.0,True,True,True,429 days,True,1.0,True,0.8670520231213873,1.0,37.776508099932265,-122.42385656803116,735018,735507,735018,735087,735507,735087,735447
8,0.27930235394560315,12,6,12.0,11.0,2700.0,1.0,42,12.0,36,9.0,2.0,1.0,1.0,3.0,21,94133.0,True,False,True,364 days,False,1.0909090909090908,True,2700.0,1.3333333333333333,37.80643669662406,-122.41087068803995,735018,735018,735018,735018,734948,735018,735382
3,0.18404683497987562,1,3,1.0,1.0,5000.0,1.0,60,0.0,41,0.0,2.0,5.0,5.0,10.0,0,94124.0,True,True,True,681 days,False,1.0,True,5000.0,,37.726845557079656,-122.38946085595087,735018,735633,735018,735339,735633,735339,735699
8,0.038541285522624716,15,3,2.0,2.0,2000.0,2000.0,0,1.0,0,1.0,0.0,5.0,5.0,7.0,38,94127.0,True,True,True,360 days,True,1.0,True,1.0,1.0,37.73155134595796,-122.46937480914228,735018,736422,735018,735018,736422,735018,735378
3,0.25722649103549217,12,6,1.0,1.0,5000.0,5000.0,60,3.0,41,3.0,2.0,5.0,5.0,10.0,0,94124.0,True,False,True,490 days,False,1.0,True,1.0,1.0,37.72672580744116,-122.38924985702567,735018,735148,735018,735148,734948,735148,735508
8,0.07000853762653982,12,6,7.0,7.0,6000.0,1.0,42,7.0,22,6.0,2.0,5.0,5.0,6.0,5,94105.0,True,False,True,364 days,False,1.0,True,6000.0,1.1666666666666667,37.789550846009895,-122.40035964704002,735018,735018,735018,735018,734948,735018,735382
8,0.15489693865105503,1,3,1.0,1.0,18000.0,12000.0,0,1.0,0,1.0,0.0,5.0,5.0,4.0,33,94122.0,True,True,True,360 days,False,1.0,True,1.5,1.0,37.7633467503616,-122.49463863313778,735018,735037,735018,735018,735037,735018,735378
8,0.15416514209049886,12,3,2.0,3.0,24000.0,24000.0,0,1.0,0,1.0,2.0,5.0,5.0,7.0,38,94131.0,True,True,True,360 days,False,0.6666666666666666,True,1.0,1.0,37.735670495824735,-122.44200086790306,735018,735128,735018,735018,735128,735018,735378
8,0.04305403097938773,1,3,4.0,4.0,2500.0,2500.0,46,61.0,53,61.0,0.0,5.0,5.0,3.0,21,94133.0,True,True,True,361 days,False,1.0,True,1.0,1.0,37.79852807983418,-122.40739139781194,735018,735061,735018,735019,735061,735019,735379
8,0.20722039273082085,12,3,11.0,11.0,27000.0,27000.0,35,46.0,42,46.0,2.0,1.0,1.0,2.0,25,94109.0,True,True,True,380 days,False,1.0,True,1.0,1.0,37.79055541147386,-122.4230298567197,735018,735124,735018,735038,735124,735038,735398
8,0.3474814001707525,12,6,2.0,2.0,40000.0,40000.0,0,1.0,0,1.0,2.0,5.0,5.0,4.0,33,94116.0,True,False,True,470 days,False,1.0,True,1.0,1.0,37.74091974398072,-122.48718859598256,735018,735128,735018,735128,734948,735128,735488
8,0.25783632150262226,1,3,2.0,2.0,900.0,900.0,0,1.0,0,1.0,2.0,5.0,5.0,4.0,33,94116.0,True,True,True,366 days,False,1.0,True,1.0,1.0,37.74785816227876,-122.48602883348988,735018,735080,735018,735024,735080,735024,735384
8,0.0031711184290767165,12,3,2.0,2.0,25000.0,25000.0,0,1.0,0,1.0,0.0,5.0,5.0,7.0,22,94132.0,True,True,True,360 days,True,1.0,True,1.0,1.0,37.71197800422774,-122.4697796666335,735018,735934,735018,735018,735934,735018,735378
8,0.3261373338211977,2,6,3.0,3.0,1000000.0,1000000.0,47,0.0,54,0.0,2.0,1.0,1.0,2.0,15,94115.0,True,False,True,1130 days,False,1.0,True,1.0,,37.781833472205996,-122.4457308481205,735018,735068,735018,735068,734948,735068,736148
8,0.30125625076228807,1,3,2.0,2.0,25000.0,50000.0,0,1.0,0,1.0,2.0,5.0,5.0,4.0,33,94116.0,True,True,True,372 days,False,1.0,True,0.5,1.0,37.740972002095006,-122.4930728714656,735018,735367,735018,735030,735367,735030,735390
8,0.05037199658494939,12,3,3.0,3.0,12000.0,12000.0,1,2.0,1,2.0,0.0,5.0,5.0,7.0,11,94122.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.75862949430635,-122.46736924071051,735018,735079,735018,735018,735079,735018,735378
8,0.15453104037077695,12,6,4.0,4.0,10000.0,1.0,39,1.0,11,0.0,2.0,5.0,4.0,6.0,32,94103.0,True,False,True,364 days,False,1.0,False,10000.0,inf,37.7742990365988,-122.41136228051639,735018,735018,735018,735018,734948,735018,735382
8,0.029271862422246615,12,3,2.0,2.0,1.0,1.0,1,2.0,1,2.0,0.0,5.0,5.0,8.0,2,94114.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.75712400050497,-122.42670374470566,735018,735066,735018,735018,735066,735018,735378
8,0.47200878155872666,12,3,3.0,3.0,15000.0,35000.0,0,1.0,0,1.0,2.0,5.0,5.0,2.0,29,94118.0,True,True,True,361 days,True,1.0,True,0.42857142857142855,1.0,37.78911210167806,-122.45878122312139,735018,735438,735018,735019,735438,735019,735379
8,0.11623368703500427,12,5,2.0,2.0,3000.0,0.0,0,1.0,0,1.0,2.0,5.0,5.0,9.0,17,94110.0,True,False,True,364 days,False,1.0,True,inf,1.0,37.75661452929083,-122.41071417226338,735018,735018,735018,735022,734948,735022,735382
3,0.29784120014635934,1,3,2.0,2.0,85000.0,126700.0,0,1.0,0,1.0,2.0,5.0,5.0,4.0,33,94116.0,True,True,False,1330 days,False,1.0,True,0.6708760852407262,1.0,37.741825968234934,-122.48453391350807,735018,735597,735018,735268,735597,735337,736348
8,0.07549701183071106,12,3,3.0,3.0,12000.0,15000.0,35,0.0,42,0.0,2.0,2.0,2.0,6.0,5,94105.0,True,True,True,361 days,False,1.0,True,0.8,,37.785270576151284,-122.39758246635097,735018,735078,735018,735019,735078,735019,735379
8,0.024271252591779483,12,3,17.0,17.0,8500.0,10000.0,35,0.0,42,0.0,2.0,1.0,1.0,3.0,5,94104.0,True,True,True,361 days,False,1.0,True,0.85,,37.792295613288076,-122.40070689772766,735018,735044,735018,735019,735044,735019,735379
8,0.027442371020856202,12,3,3.0,3.0,40000.0,40000.0,6,10.0,6,10.0,0.0,5.0,5.0,8.0,20,94131.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.74721128743841,-122.4258273002273,735018,735073,735018,735018,735073,735018,735378
8,0.12672277106964264,12,3,4.0,4.0,30000.0,30000.0,6,9.0,6,9.0,2.0,5.0,5.0,8.0,8,94117.0,True,True,True,367 days,False,1.0,True,1.0,1.0,37.76357686475443,-122.44626463599516,735018,735131,735018,735025,735131,735025,735385
8,0.5448225393340651,12,3,2.0,2.0,8531.0,8531.0,35,1.0,42,1.0,0.0,5.0,5.0,11.0,23,94112.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.72633483640984,-122.43391708600856,735018,735031,735018,735018,735031,735018,735378
8,0.23893157702158802,12,3,3.0,3.0,10000.0,10000.0,6,8.0,6,8.0,2.0,5.0,5.0,1.0,15,94117.0,True,True,True,361 days,False,1.0,True,1.0,1.0,37.775620464433096,-122.44908988367624,735018,735075,735018,735019,735075,735019,735379
8,0.002561287961946579,12,6,10.0,10.0,1.0,1.0,35,0.0,42,0.0,0.0,1.0,1.0,3.0,5,94111.0,True,False,True,360 days,False,1.0,True,1.0,,37.79157575173518,-122.39936340687635,735018,735018,735018,735018,734948,735018,735378
8,0.07317965605561653,12,3,3.0,3.0,8000.0,8000.0,7,88.0,7,88.0,2.0,3.0,3.0,6.0,32,94107.0,True,True,True,367 days,True,1.0,True,1.0,1.0,37.77816317113539,-122.39577787840004,735011,735726,735011,735018,735726,735018,735378
8,0.10647639956092206,12,6,2.0,2.0,1.0,1.0,0,1.0,0,1.0,0.0,5.0,5.0,5.0,9,94117.0,True,False,True,360 days,False,1.0,True,1.0,1.0,37.774972070350884,-122.4322980372408,735018,735018,735018,735018,734948,735018,735378
8,0.39260885473838275,12,3,3.0,3.0,150000.0,400000.0,6,6.0,6,6.0,2.0,5.0,5.0,9.0,17,94110.0,True,True,True,1094 days,False,1.0,True,0.375,1.0,37.7541004582547,-122.41704312810774,735018,735338,735018,735032,735338,735032,736112
8,0.3928527869252348,12,3,3.0,3.0,150000.0,400000.0,6,6.0,6,6.0,2.0,5.0,5.0,9.0,17,94110.0,True,True,True,1094 days,False,1.0,True,0.375,1.0,37.7541004582547,-122.41704312810774,735018,735338,735018,735032,735338,735032,736112
8,0.4640809854860349,12,3,2.0,2.0,4000.0,4000.0,1,2.0,1,2.0,2.0,5.0,5.0,8.0,2,94114.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.759857420746684,-122.42851032873148,735018,735269,735018,735018,735269,735018,735378
8,0.10647639956092206,12,3,2.0,2.0,5000.0,5000.0,0,1.0,0,1.0,0.0,5.0,5.0,5.0,9,94117.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.774972070350884,-122.4322980372408,735018,735036,735018,735018,735036,735018,735378
8,0.18831564824978658,12,3,3.0,3.0,5000.0,5000.0,6,7.0,6,7.0,0.0,5.0,5.0,3.0,19,94109.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.79157072715773,-122.41825704868737,735018,735024,735018,735018,735024,735018,735378
8,0.407244785949506,12,3,2.0,2.0,5000.0,5000.0,6,3.0,6,3.0,2.0,5.0,5.0,9.0,17,94110.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.76214017710139,-122.41805998065014,735018,735222,735018,735018,735222,735018,735378
8,0.33784607879009637,12,3,2.0,2.0,18500.0,18500.0,1,2.0,1,2.0,0.0,5.0,5.0,2.0,16,94123.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.795617984310255,-122.44481028610616,735018,735123,735018,735018,735123,735018,735378
8,0.15294548115623857,12,3,5.0,5.0,261000.0,261000.0,35,0.0,42,0.0,2.0,1.0,1.0,3.0,5,94111.0,True,True,True,1081 days,False,1.0,True,1.0,,37.80248836221544,-122.40218120771237,735018,735061,735018,735019,735061,735019,736099
8,0.12001463593121112,12,3,2.0,2.0,1.0,1.0,6,4.0,6,4.0,0.0,5.0,5.0,8.0,20,94114.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.75343976325218,-122.42961989790638,735018,735064,735018,735018,735064,735018,735378
8,0.2995487254543237,12,6,8.0,8.0,1.0,1.0,31,42.0,28,43.0,2.0,3.0,5.0,2.0,16,94123.0,True,False,True,364 days,False,1.0,False,1.0,0.9767441860465116,37.79880322768415,-122.441842787671,735018,735018,735018,735018,734948,735018,735382
8,0.29979265764117574,12,6,3.0,3.0,1.0,1.0,13,0.0,14,0.0,2.0,5.0,5.0,2.0,16,94123.0,True,False,True,364 days,False,1.0,True,1.0,,37.79880322768415,-122.441842787671,735018,735018,735018,735018,734948,735018,735382
8,0.345042078302232,12,6,2.0,2.0,2000.0,1.0,27,0.0,25,1.0,2.0,5.0,4.0,9.0,17,94110.0,True,False,True,364 days,False,1.0,False,2000.0,0.0,37.75613672623718,-122.41097731533628,735018,735018,735018,735018,734948,735018,735382
8,0.3963898036345896,1,3,2.0,2.0,35000.0,35000.0,47,0.0,54,0.0,2.0,2.0,2.0,7.0,13,94132.0,True,True,True,368 days,False,1.0,True,1.0,,37.728556952954136,-122.47676641508518,735018,735078,735018,735026,735078,735026,735386
8,0.20417124039517015,12,3,3.0,3.0,7000.0,7000.0,0,1.0,0,1.0,2.0,5.0,5.0,9.0,1,94110.0,True,True,True,413 days,True,1.0,True,1.0,1.0,37.7469585565625,-122.40563089928496,735018,735939,735018,735071,735939,735071,735431
8,0.31906330040248815,12,6,3.0,3.0,100.0,1.0,23,0.0,15,0.0,2.0,5.0,4.0,5.0,29,94115.0,True,False,True,364 days,False,1.0,False,100.0,,37.78444069125857,-122.44396973883559,735018,735018,735018,735018,734948,735018,735382
4,0.0681790462251494,12,3,1.0,1.0,500.0,500.0,47,0.0,41,0.0,2.0,5.0,5.0,8.0,17,94110.0,True,True,True,401 days,False,1.0,True,1.0,,37.763858094160746,-122.42208261988429,735018,735145,735018,735059,735145,735059,735419
8,0.2994267593608977,12,6,3.0,3.0,3000.0,1.0,0,1.0,0,1.0,2.0,5.0,5.0,2.0,25,94115.0,True,False,True,364 days,False,1.0,True,3000.0,1.0,37.79214999352235,-122.43595223533404,735018,735018,735018,735018,734948,735018,735382
8,0.26869130381753875,12,3,3.0,3.0,80000.0,80000.0,1,2.0,1,2.0,2.0,5.0,5.0,10.0,27,94107.0,True,True,True,368 days,False,1.0,True,1.0,1.0,37.7547815950357,-122.40188040832352,735018,735117,735018,735026,735117,735026,735386
8,0.008659592633247958,1,2,3.0,2.0,50000.0,50000.0,1,2.0,1,2.0,2.0,5.0,5.0,8.0,2,94114.0,True,False,True,365 days,False,1.5,True,1.0,1.0,37.75993674480106,-122.44097755184428,735018,735688,735018,735023,734948,735023,735383
8,0.008903524820100013,1,2,3.0,2.0,50000.0,50000.0,1,2.0,1,2.0,2.0,5.0,5.0,8.0,2,94114.0,True,False,True,365 days,False,1.5,True,1.0,1.0,37.75993674480106,-122.44097755184428,735018,735688,735018,735023,734948,735023,735383
3,0.0026832540553726066,1,5,2.0,3.0,260000.0,285000.0,0,1.0,0,1.0,2.0,5.0,5.0,11.0,22,94112.0,True,False,True,364 days,False,0.6666666666666666,True,0.9122807017543859,1.0,37.7186678350499,-122.46154831299246,735018,735018,735018,735022,734948,735022,735382
8,0.09330406147091108,12,3,2.0,2.0,1500.0,9000.0,0,1.0,0,1.0,0.0,5.0,5.0,11.0,4,94112.0,True,True,True,360 days,False,1.0,True,0.16666666666666666,1.0,37.70875701944786,-122.44924817152102,735018,735367,735018,735018,735367,735018,735378
8,0.027320404927430174,12,3,3.0,3.0,400.0,400.0,46,46.0,53,46.0,0.0,3.0,3.0,6.0,34,94102.0,True,True,True,366 days,False,1.0,True,1.0,1.0,37.785116819692036,-122.40972693870825,735018,735032,735018,735024,735032,735024,735384
8,0.1938041224539578,1,3,2.0,2.0,100000.0,65000.0,0,1.0,0,1.0,2.0,5.0,5.0,7.0,11,94122.0,True,True,True,366 days,False,1.0,True,1.5384615384615385,1.0,37.75828800220642,-122.47436249596191,735018,735166,735018,735024,735166,735024,735384
8,0.029759726795950726,12,3,16.0,16.0,3000.0,6000.0,35,0.0,42,0.0,2.0,1.0,1.0,6.0,5,94105.0,True,True,True,361 days,False,1.0,True,0.5,,37.79237587204965,-122.39642278177534,735018,735247,735018,735019,735247,735019,735379
8,0.0002439321868520551,9,3,30.0,30.0,550000.0,550000.0,35,0.0,42,0.0,2.0,1.0,1.0,3.0,5,94111.0,True,True,True,1112 days,False,1.0,True,1.0,,37.79494825891712,-122.3972981233132,735018,735218,735018,735050,735218,735050,736130
8,0.016343456519087692,12,3,3.0,3.0,486000.0,486000.0,35,0.0,42,0.0,2.0,5.0,5.0,10.0,27,94107.0,True,True,True,1112 days,False,1.0,True,1.0,,37.764726190561426,-122.39452260204268,735018,735316,735018,735050,735316,735050,736130
8,0.08562019758507135,12,6,3.0,3.0,4000.0,6000.0,6,3.0,6,3.0,0.0,5.0,5.0,9.0,17,94110.0,True,False,True,360 days,False,1.0,True,0.6666666666666666,1.0,37.757080320211415,-122.41537563020536,735018,735018,735018,735018,734948,735018,735378
8,0.29930479326747167,12,6,3.0,3.0,8000.0,22000.0,1,2.0,1,2.0,2.0,5.0,5.0,2.0,16,94123.0,True,False,True,388 days,False,1.0,True,0.36363636363636365,1.0,37.79880322768415,-122.441842787671,735018,735046,735018,735046,734948,735046,735406
8,0.2995487254543237,12,6,3.0,3.0,8000.0,22000.0,1,2.0,1,2.0,2.0,5.0,5.0,2.0,16,94123.0,True,False,True,388 days,False,1.0,True,0.36363636363636365,1.0,37.79880322768415,-122.441842787671,735018,735046,735018,735046,734948,735046,735406
8,0.38211977070374437,12,6,3.0,3.0,5000.0,5000.0,6,4.0,6,4.0,0.0,5.0,5.0,9.0,17,94110.0,True,False,True,360 days,False,1.0,True,1.0,1.0,37.752661001157854,-122.41485533400166,735018,735018,735018,735018,734948,735018,735378
8,0.07976582510062202,12,3,25.0,25.0,366000.0,366000.0,35,33.0,42,33.0,2.0,1.0,1.0,3.0,3,94111.0,True,True,True,1095 days,False,1.0,True,1.0,1.0,37.795235531615674,-122.40360698115164,735018,735095,735018,735033,735095,735033,736113
8,0.09135260397609464,12,6,27.0,27.0,1500.0,1500.0,35,549.0,42,549.0,2.0,1.0,1.0,3.0,3,94111.0,True,False,True,360 days,False,1.0,True,1.0,1.0,37.79514403515737,-122.40431130771077,735018,735018,735018,735018,734948,735018,735378
3,0.07427735089645078,1,3,2.0,2.0,130000.0,241765.83,0,1.0,0,1.0,2.0,5.0,5.0,1.0,10,94118.0,True,True,False,1330 days,False,1.0,True,0.5377103952200358,1.0,37.77703536638665,-122.4615608808616,735018,735815,735018,735268,735815,735302,736348
8,0.0024393218685205514,1,6,5.0,5.0,100000.0,100000.0,47,0.0,54,0.0,2.0,2.0,2.0,3.0,5,94108.0,True,False,True,389 days,False,1.0,True,1.0,,37.78714786386559,-122.4052079575792,735018,735047,735018,735047,734948,735047,735407
8,0.137089889010855,12,3,3.0,3.0,4000.0,4000.0,1,2.0,1,2.0,0.0,5.0,5.0,5.0,8,94117.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.76426192984123,-122.45140789932233,735018,735023,735018,735018,735023,735018,735378
8,0.13733382119770704,12,3,3.0,3.0,4000.0,4000.0,1,2.0,1,2.0,0.0,5.0,5.0,5.0,8,94117.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.76426192984123,-122.45140789932233,735018,735023,735018,735018,735023,735018,735378
3,0.4489571899012075,12,3,3.0,3.0,125000.0,125000.0,21,8.0,24,8.0,2.0,5.0,5.0,8.0,17,94110.0,True,True,True,1148 days,False,1.0,True,1.0,1.0,37.76158634462922,-122.42570681599798,735018,735215,735018,735086,735215,735086,736166
4,0.06073911452616173,12,3,3.0,3.0,500.0,500.0,47,0.0,43,0.0,2.0,5.0,5.0,5.0,9,94117.0,True,True,True,364 days,False,1.0,True,1.0,,37.77193041155762,-122.4301327984534,735018,735106,735018,735022,735106,735022,735382
8,0.034028540065861694,12,6,5.0,5.0,250.0,250.0,46,22.0,53,22.0,0.0,5.0,5.0,3.0,34,94102.0,True,False,True,360 days,False,1.0,True,1.0,1.0,37.78644302988507,-122.4093033002847,735018,735018,735018,735018,734948,735018,735378
8,0.11172094157824125,12,6,4.0,4.0,300.0,300.0,46,57.0,53,57.0,0.0,5.0,5.0,6.0,32,94107.0,True,False,True,360 days,False,1.0,True,1.0,1.0,37.779772145729595,-122.40358496786027,735018,735018,735018,735018,734948,735018,735378
4,0.06073911452616173,12,3,3.0,3.0,2000.0,2000.0,47,0.0,43,0.0,2.0,5.0,5.0,5.0,9,94117.0,True,True,True,364 days,False,1.0,True,1.0,,37.77193041155762,-122.4301327984534,735018,735106,735018,735022,735106,735022,735382
